PostContent,Date,NumberOfComment,Like,Heart,Care,Haha,Wow,Sad,Angry,ContentofComment
em xét 3 năm hsg phần minh chứng em phải có đóng dấu phía sau nữa hay chủ cần bảng điểm th ạ,16 Tháng 5,3,0,0,0,0,0,0,0,"['em xét 3 năm hsg phần minh chứng em phải có đóng dấu phía sau nữa hay chủ cần bảng điểm th ạ', 'Em bổ sung chữ kí GVCN, dấu đỏ trang học lực luôn nha']"
Cho em hỏi các minh chứnng này thì mình cần chụp nhữg cái nào ạ,16 Tháng 5,2,0,0,0,0,0,0,0,"['Cho em hỏi các minh chứnng này thì mình cần chụp nhữg cái nào ạ', '3-5 em chụp bảng điểm học bạ.\n6-8 em chụp giấy khen/học lực trang sau của học bạ nha']"
mọi người cho e hỏi nếu mình nạp hồ sơ online thì bữa sau mình có cần phải nạp bản photo công chứng vào trường nữa không ạ,16 Tháng 5,6,0,0,0,0,0,0,0,"['mọi người cho e hỏi nếu mình nạp hồ sơ online thì bữa sau mình có cần phải nạp bản photo công chứng vào trường nữa không ạ', 'Quá trình đăng ký xét tuyển sớm các minh chứng đều nộp online hết e']"
"Cho em hỏi trường đại học kinh tế đã nẵng có phương thức xét tuyển điểm tổ hợp của mình không ạ,em thấy 4 phương thức xét tuyển mà không có phương thức xét tuyển điểm tổ hợp tốt nghiệp thpt ạ",12 Tháng 5,4,0,0,0,0,0,0,0,"['Cho em hỏi trường đại học kinh tế đã nẵng có phương thức xét tuyển điểm tổ hợp của mình không ạ,em thấy 4 phương thức xét tuyển mà không có phương thức xét tuyển điểm tổ hợp tốt nghiệp thpt ạ', 'Phương thức 5 nhóm 8 là phương thức xét tuyển dựa vào kết quả thi THPT QG đó em nha.http://due.udn.vn/vi-vn/tuvantuyensinh2024/gt/cid/5417', 'Cho e hỏi xét học bạ là phương thức nào v ạ']"
"dạ cho e hỏi, 
+mình đăng kí xét tuyển theo pt2 thì bao lâu mới dc nhận xét về hồ sơ ạ ; và nếu hồ sơ đang trong quá trình kiểm dò nhưng trường đã đóng cổng xét tuyển rồi (nếu hồ sơ có bị sai sót thì coi như hồ sơ đó bị loại đúng không ạ )",14 Tháng 5,9,0,0,0,0,0,0,0,"['dạ cho e hỏi, \n+mình đăng kí xét tuyển theo pt2 thì bao lâu mới dc nhận xét về hồ sơ ạ ; và nếu hồ sơ đang trong quá trình kiểm dò nhưng trường đã đóng cổng xét tuyển rồi (nếu hồ sơ có bị sai sót thì coi như hồ sơ đó bị loại đúng không ạ )', 'Nếu hồ sơ đang trong kiểm dò mà em có sai sót về mình chứng sẽ có mail nha, k có loại hồ sơ đâu em đừng lo', 'Mình đang xong thì cach đóng Lê phí vào đâu và luc nào đóng a']"
Mọi người ơi hạn cuối xét đgnl trường mình đến 30.5 đúng không ạ,15 Tháng 5,5,0,0,0,0,0,0,0,"['Mọi người ơi hạn cuối xét đgnl trường mình đến 30.5 đúng không ạ', '31/5 nha e']"
"dạ mn ơi, em đăng kí như này là học chương trình cử nhân chính quy hay chương trình cử nhân quốc tế vậy ạ",16 Tháng 5,1,0,0,0,0,0,0,0,"['dạ mn ơi, em đăng kí như này là học chương trình cử nhân chính quy hay chương trình cử nhân quốc tế vậy ạ', 'cử nhân chính quy nha em']"
Cho cô hỏi tí mấy cháu ơi. Bé nhà cô học bạ 22 điểm   Và Iels 5.5 thì có thể xét tuyển thẳng được ngành nào của khói D01 không ạ!,16 Tháng 5,1,0,0,0,0,0,0,0,"['Cho cô hỏi tí mấy cháu ơi. Bé nhà cô học bạ 22 điểm   Và Iels 5.5 thì có thể xét tuyển thẳng được ngành nào của khói D01 không ạ!', 'IETLS là 1 nhóm trong Phương thức 2 ạ, cháu đã đủ điều kiện để xét tuyển chứ ko phải tuyển thẳng ạ. Mời quý phụ huynh xem chi tiết các phương thức tại: http://due.udn.vn/vi-vn/tuvantuyensinh2024/gt/cid/5417']"
dạ nếu em xét tuyển phương thức 2 chương trình cử nhân chính quy thì tính điểm như nào vậy ạ,16 Tháng 5,1,0,0,0,0,0,0,0,"['dạ nếu em xét tuyển phương thức 2 chương trình cử nhân chính quy thì tính điểm như nào vậy ạ', 'em xem ở link nha: http://due.udn.vn/vi-vn/tuvantuyensinh2024/gt/cid/5417']"
dạ điểm ưu tiên này ở đâu vậy ạ,16 Tháng 5,2,0,0,0,0,0,0,0,"['dạ điểm ưu tiên này ở đâu vậy ạ', 'Điểm ưu tiên đó là điểm cộng KVUT, ĐTUT theo quy định của Bộ nha e']"
"Anh chị ơi, cho em thắc mắc với ạ
Em xét học bạ pt3, mục 12345 chỉ cần up ảnh lên, còn mục 6 là minh chứng khác thì phải up gì ạ?",15 Tháng 5,4,0,0,0,0,0,0,0,"['Anh chị ơi, cho em thắc mắc với ạ\nEm xét học bạ pt3, mục 12345 chỉ cần up ảnh lên, còn mục 6 là minh chứng khác thì phải up gì ạ?', 'Mục 6 ko cần up đâu e']"
Cho em hỏi là đây có phải cách tính điểm ưu tiên khu vực ko ạ,15 Tháng 5,3,0,0,0,0,0,0,0,"['Cho em hỏi là đây có phải cách tính điểm ưu tiên khu vực ko ạ', 'Điểm ưu tiên theo quy định của Bộ e\nCòn phía dưới là cách quy đổi điểm ưu tiên và quy đổi điểm xét tuyển nha']"
"Anh chị cho em hỏi,xét học bạ với tuyển sinh riêng online thì có cần in minh chứng rồi gửi bưu điện ko ạ",15 Tháng 5,2,0,0,0,0,0,0,0,"['Anh chị cho em hỏi,xét học bạ với tuyển sinh riêng online thì có cần in minh chứng rồi gửi bưu điện ko ạ', 'Không em nha. Mình xét onl thôi nhé']"
Dạ cho em xin hỏi trường mình xét giải hsg ntn vậy ạ? Em có tìm hiểu nhưng chưa hiểu lắm ạ,15 Tháng 5,1,0,0,0,0,0,0,0,"['Dạ cho em xin hỏi trường mình xét giải hsg ntn vậy ạ? Em có tìm hiểu nhưng chưa hiểu lắm ạ', 'Em xem điểm quy đổi ở pt2 nhóm 3 nha: http://due.udn.vn/vi-vn/tuvantuyensinh2024/gt/cid/5417']"
"Dạ cho e hỏi là pt xét đgnl trường mình hạn đki đến ngày mấy v ạ
Và cho e hỏi thêm là nếu bây h e đăng kí thì chỗ này e điền SBD ntn v ạ(vì dgnl đợt 2 ch có giấy báo dự thi nên ch có SBD í ạ)",15 Tháng 5,2,0,0,0,0,0,0,0,"['Dạ cho e hỏi là pt xét đgnl trường mình hạn đki đến ngày mấy v ạ\nVà cho e hỏi thêm là nếu bây h e đăng kí thì chỗ này e điền SBD ntn v ạ(vì dgnl đợt 2 ch có giấy báo dự thi nên ch có SBD í ạ)', 'Trường ko xét kết quả đợt 2 đâu e nha']"
"Em hay vào check mail nhưng quên k check mục spam và k theo dõi hồ sơ đăng kí, giờ em vào web mới thấy thì còn chỉnh sửa được k ạ",15 Tháng 5,3,0,0,0,0,0,0,0,"['Em hay vào check mail nhưng quên k check mục spam và k theo dõi hồ sơ đăng kí, giờ em vào web mới thấy thì còn chỉnh sửa được k ạ', 'Em vào bổ sung đi nhé']"
"Mục 8 của e như vậy đã đúng chưa ah, mong duyệt",15 Tháng 5,4,0,0,0,0,0,0,0,"['Mục 8 của e như vậy đã đúng chưa ah, mong duyệt', 'Pt2 nhóm 5 đk e\nỞ mục 8 này là cần minh chứng học lực kèm theo bảng điểm\nỞ trong ảnh e mới có bảng điểm chưa có trang học lực… Xem thêm']"
Cho em hỏi làm sao để sửa hồ sơ của mik bị sai ạ,12 Tháng 5,8,0,0,0,0,0,0,0,"['Cho em hỏi làm sao để sửa hồ sơ của mik bị sai ạ', 'Nếu em sai thông tin thì 20/5 vào chỉnh sửa em nha. Còn hồ sơ nộp bị sai thì đợi kiểm dò gửi gmail yêu cầu chỉnh sửa nha']"
em có thể đăng kí cả 2 phương thức ( chính quy và chính quy quốc tế ) cùng 1 lúc được không ạ? Hay chỉ được chọn 1 trong 2 ạ,14 Tháng 5,1,0,0,0,0,0,0,0,"['em có thể đăng kí cả 2 phương thức ( chính quy và chính quy quốc tế ) cùng 1 lúc được không ạ? Hay chỉ được chọn 1 trong 2 ạ', 'E đk cùng lúc cả 2 đc e nha']"
Dạ cho e hỏi là đang kiểm tra khi nào mới có phản hồi ạ??,13 Tháng 5,1,0,0,0,0,0,0,0,"['Dạ cho e hỏi là đang kiểm tra khi nào mới có phản hồi ạ??', 'Em chờ thêm nha, khi nào xong trạng thái hồ sơ sẽ hiện "" Kiểm tra xong""']"
"cho e hỏi năm trước có anh chị nào 5.5 ielts đậu quản trị nhân lực với kinh doanh thương mại không ạ 
 Em thấy họ xét ưu tiên olympia - hsg rồi mới tới ielts thì mình dư 62 điểm so với băm ngoái thì có an tâm đậu không ạ ?",14 Tháng 5,1,0,0,0,0,0,0,0,"['cho e hỏi năm trước có anh chị nào 5.5 ielts đậu quản trị nhân lực với kinh doanh thương mại không ạ \n Em thấy họ xét ưu tiên olympia - hsg rồi mới tới ielts thì mình dư 62 điểm so với băm ngoái thì có an tâm đậu không ạ ?', 'E cứ mạnh dạn xét tuyển nha. Đăng kí nhiều nguyện vọng để tăng cơ hội vào trường']"
Các anh chị cho em hỏi em đã đăng kí và hoàn thành hồ sơ cách đây 1 tuần rồi nhưng hiện tại em muốn thay đổi nguyện vọng thì có cách nào không ạ,14 Tháng 5,2,0,0,0,0,0,0,0,"['Các anh chị cho em hỏi em đã đăng kí và hoàn thành hồ sơ cách đây 1 tuần rồi nhưng hiện tại em muốn thay đổi nguyện vọng thì có cách nào không ạ', 'K đc thay đổi nguyện vọng em nha']"
"- Cho em hỏi là theo thông báo của trường mình thì từ ngày 15/4 là mở xét tuyển bằng ĐGNL nhưng mà trên hệ thống đăng kí xét tuyển ĐGNL lại không có tên trường mình. Và nếu em muốn đăng kí xét tuyển thì phải làm sao ạ?
- và nếu đã đăng kí xét tuyển ĐGNL bằng link DUE rồi thì có khác gì đăng kí trên web ĐHQG-HCM k ạ",13 Tháng 5,2,0,0,0,0,0,0,0,"['- Cho em hỏi là theo thông báo của trường mình thì từ ngày 15/4 là mở xét tuyển bằng ĐGNL nhưng mà trên hệ thống đăng kí xét tuyển ĐGNL lại không có tên trường mình. Và nếu em muốn đăng kí xét tuyển thì phải làm sao ạ?\n- và nếu đã đăng kí xét tuyển ĐGNL bằng link DUE rồi thì có khác gì đăng kí trên web ĐHQG-HCM k ạ', 'E lấy kết quả đã thi r đăng kí trên link của trường đh kinh tế nha chứ k phải đk xét tuyển trên link của đhqg đâu. Mà trường kinh tế chỉ lấy điểm đgnl đợt 1 th e nha']"
Dạ ac cho em hỏi hồ sơ ghi vậy là e được kiểm tra rồi và ko sai thông tin đúng không ạ ?,13 Tháng 5,2,0,0,0,0,0,0,0,"['Dạ ac cho em hỏi hồ sơ ghi vậy là e được kiểm tra rồi và ko sai thông tin đúng không ạ ?', 'Hồ sơ của e đang đc kiểm tra nha, khi nào trạng thái hồ sơ của e hiện "" Kiểm tra xong"" là đc nha e']"
"Em muốn xét tuyển phương pháp 5,dòng 8(lấy điểm tổ hợp thi thpt )thì đăng kí bằng cách nào ạ
Em tìm hiểu để đăng kí mà không biết",13 Tháng 5,3,0,0,0,0,0,0,0,"['Em muốn xét tuyển phương pháp 5,dòng 8(lấy điểm tổ hợp thi thpt )thì đăng kí bằng cách nào ạ\nEm tìm hiểu để đăng kí mà không biết', 'Phương thức 5 nhóm 8 đăng ký trên cổng đk xét tuyển của Bộ đó e']"
"mn ơi cho mình hỏi
mình làm xong bước 1 và khi bấm sang bước 2 nó bị lỗi như v phải làm sao ạ
mình thử làm trên điện thoại vẫn bị như vậy ạ. mn có cách nào giúp mình với. mình cảm ơn ạ",12 Tháng 5,7,0,0,0,0,0,0,0,"['mn ơi cho mình hỏi\nmình làm xong bước 1 và khi bấm sang bước 2 nó bị lỗi như v phải làm sao ạ\nmình thử làm trên điện thoại vẫn bị như vậy ạ. mn có cách nào giúp mình với. mình cảm ơn ạ', 'Em sử dụng máy tính để đăng ký nha\nKo bấm link trực tiếp từ fb mà vào đăng ký bằng web thử nha']"
anh chị cho em hỏi hệ thống gửi mail như vậy mình sửa như nào ạ?,13 Tháng 5,5,0,0,0,0,0,0,0,"['anh chị cho em hỏi hệ thống gửi mail như vậy mình sửa như nào ạ?', 'Minh chứng học bạ của e chưa chú thích môn ngoại ngữ, nếu ngoại ngữ e học là tiếng anh thì bổ sung lại rồi thay đổi minh chứng theo link trong mail đó']"
Các bạn cho cô hỏi với: thông báo như này có nghĩa là mình sẽ chờ đến thời gian đó để điều chỉnh phải vậy không? Cô cảm ơn.,13 Tháng 5,3,0,0,0,0,0,0,0,"['Các bạn cho cô hỏi với: thông báo như này có nghĩa là mình sẽ chờ đến thời gian đó để điều chỉnh phải vậy không? Cô cảm ơn.', 'Kiểm trả lại mà không biết sai ở đâu thì sao ạ', 'Xin chào quý phụ huynh ạ\nĐiểm nhập sai đã được cán bộ kiểm dò điều chỉnh theo minh chứng mà thí sinh cung cấp\nTới ngày cô có thể vào kiểm tra lại đã tương đồng đúng theo minh chứng hay chưa là được ạ']"
của em nhập sai thông tin nơi thường trú mà em nộp hồ sơ thì có được sửa lại không ạ,13 Tháng 5,1,0,0,0,0,0,0,0,"['của em nhập sai thông tin nơi thường trú mà em nộp hồ sơ thì có được sửa lại không ạ', 'Ngày 20/5 đến 5/6 e vào sửa lại được nhé']"
"Anh chị cho em hỏi phần học bạ và minh chứng ở pt2 nhóm 5 em phải up ảnh gì lên ạ?, hai phần này em có thể up cùng 1 ảnh như thế này không ạ, vì em thấy hai phần này yêu cầu khá giống nhau?
Em cảm ơn anh chị rất nhiều ạ",11 Tháng 5,7,0,0,0,0,0,0,0,"['Anh chị cho em hỏi phần học bạ và minh chứng ở pt2 nhóm 5 em phải up ảnh gì lên ạ?, hai phần này em có thể up cùng 1 ảnh như thế này không ạ, vì em thấy hai phần này yêu cầu khá giống nhau?\nEm cảm ơn anh chị rất nhiều ạ', 'Mục 345 e up bảng điểm còn 678 là trang bảng điểm kèm trang học lực nha e']"
"cho e hỏi như này là xét 2 phương thức luôn đúng không ạ ? 
với lại cho em hỏi là xét phương thức ngoại ngữ em cách điểm cao nhất năm trước 20đ thì năm nay điểm xét có nguy cơ tăng 30đ+ không ạ ?",12 Tháng 5,15,0,0,0,0,0,0,0,"['cho e hỏi như này là xét 2 phương thức luôn đúng không ạ ? \nvới lại cho em hỏi là xét phương thức ngoại ngữ em cách điểm cao nhất năm trước 20đ thì năm nay điểm xét có nguy cơ tăng 30đ+ không ạ ?', 'Nhóm 4,5 cùng thuộc phương thức 2 chứ ko phải e đang đk 2 phương thức nha']"
Dạ cho em hỏi là nếu hồ sơ của mình bị sai thì trường có gửi mail thông báo về để mình biết để sửa và bổ sung lại hok ạ. Em cảm ơn ạ,13 Tháng 5,2,0,0,0,0,0,0,0,"['Dạ cho em hỏi là nếu hồ sơ của mình bị sai thì trường có gửi mail thông báo về để mình biết để sửa và bổ sung lại hok ạ. Em cảm ơn ạ', 'Có e nha, e nhớ ktra mail và đăng nhập trang đk cũ để kiểm tra tình trạng hồ sơ']"
"Dạ cho e hỏi ,trang học lực lớp 12 có chỗ khi “Được giải thưởng trong các kì thi cấp huyện trở lên” : thầy e chưa ghi vào nhưng e có giấy chứng nhận ,vậy khi e xét theo pt 2 nhóm 3 thì có bị sao không ạ",12 Tháng 5,3,0,0,0,0,0,0,0,"['Dạ cho e hỏi ,trang học lực lớp 12 có chỗ khi “Được giải thưởng trong các kì thi cấp huyện trở lên” : thầy e chưa ghi vào nhưng e có giấy chứng nhận ,vậy khi e xét theo pt 2 nhóm 3 thì có bị sao không ạ', 'E phải có giấy chứng nhận giải hsg cấp tỉnh tp trực thuộc trung ương do Giám đốc sở kí đóng dấu mới hợp lệ nha e']"
cho e hỏi minh chứng ngoại ngữ 3 năm đó là giấy nào vậy ạ,12 Tháng 5,4,0,0,0,0,0,0,0,"['cho e hỏi minh chứng ngoại ngữ 3 năm đó là giấy nào vậy ạ', 'Chỗ học bạ em nộp là môn Ngoại ngữ phải bổ sung thêm là Tiếng anh và đóng dấu đỏ chỗ đó lại nha em']"
"Mng ơi, cho em hỏi là nếu mình đã trúng tuyển pt riêng của trường thì lúc mình đăng kí nguyện vọng trên web của Bộ thì có bắt buộc phải để NV1 không ạ?",12 Tháng 5,2,0,0,0,0,0,0,0,"['Mng ơi, cho em hỏi là nếu mình đã trúng tuyển pt riêng của trường thì lúc mình đăng kí nguyện vọng trên web của Bộ thì có bắt buộc phải để NV1 không ạ?', 'Nếu e đậu xét tuyển sớm và thi đậu TN THPT thì khi e để NV1 e sẽ ""chắc suất"". Tuy nhiên sắp xếp nguyện vọng như thế nào là tuỳ thuộc vào mong muốn của cá nhân e nha']"
cho em hỏi đối với phương thức 2 nhóm 4 có cần phải nộp bản cứng không ạ? và nếu như nộp thì cần phải chuẩn bị những gì ạ,12 Tháng 5,3,0,0,0,0,0,0,0,"['cho em hỏi đối với phương thức 2 nhóm 4 có cần phải nộp bản cứng không ạ? và nếu như nộp thì cần phải chuẩn bị những gì ạ', 'Ko em, đk xét tuyển sớm minh chứng nộp online nha']"
"cho em hỏi là lúc biết kết quả, trg sẽ gửi mail thông báo mình đậu hoặc rớt đúng ko ạ",12 Tháng 5,1,0,0,0,0,0,0,0,"['cho em hỏi là lúc biết kết quả, trg sẽ gửi mail thông báo mình đậu hoặc rớt đúng ko ạ', 'Như năm trước thì sẽ có link để e tra cứu kết quả nha\nCòn năm nay cụ thể như nào thì e theo dõi thông báo bên trường nhé']"
"Em xét tuyển pt 2 nhóm 3, em đạt giải năm học 2023-2024 (lớp 12 năm ni) em thi tháng 11, thì ở mục năm em chọn 2024 pk ạ?",12 Tháng 5,4,0,0,0,0,0,0,0,"['Em xét tuyển pt 2 nhóm 3, em đạt giải năm học 2023-2024 (lớp 12 năm ni) em thi tháng 11, thì ở mục năm em chọn 2024 pk ạ?', 'E ghi năm của ngày cấp chứng nhận nha']"
Cho e hỏi KV2 NT là j v ạ,12 Tháng 5,2,0,0,0,0,0,0,0,"['Cho e hỏi KV2 NT là j v ạ', 'Kv 2 nông thôn e nha. E hỏi thầy cô thpt của mình chính xác là mình ở kv nào nha']"
"Cho em hỏi mình xét học bạ thì scan dấu đỏ luôn, hay mình có thể dùng bảng photo được không ạ? 
Mong duyệt a",12 Tháng 5,4,0,0,0,0,0,0,0,"['Cho em hỏi mình xét học bạ thì scan dấu đỏ luôn, hay mình có thể dùng bảng photo được không ạ? \nMong duyệt a', 'dùng bản photo thì phải công chứng em nhé']"
Hôm trước trường gửi mail tb học bạ chưa hợp lệ . Em chụp tấm khác gửi lên . Vd nếu k hợp lệ nữa thì trường vẫn gửi mail cho mình thay đổi đk ạ . Hay chỉ được thay đổi 1 lần thôi ạ,12 Tháng 5,1,0,0,0,0,0,0,0,"['Hôm trước trường gửi mail tb học bạ chưa hợp lệ . Em chụp tấm khác gửi lên . Vd nếu k hợp lệ nữa thì trường vẫn gửi mail cho mình thay đổi đk ạ . Hay chỉ được thay đổi 1 lần thôi ạ', 'Nếu vẫn sai thì trường sẽ thông báo e gửi lại minh chứng nha']"
Học bạ lớp 12 của em thì thiếu dấu ở chữ kí hiệu trưởng là đúng rồi . Nhưng mà lớp 10 với lớp 11 thì sao ạ . Vì do 2 năm trước trường em không có thầy hiệu trưởng chỉ có phó thôi nhưng em hỏi cô bên trường thì bảo là ai kí cũng được  chỉ cần có đóng dấu . H phải ls ạ,11 Tháng 5,2,0,0,0,0,0,0,0,"['Học bạ lớp 12 của em thì thiếu dấu ở chữ kí hiệu trưởng là đúng rồi . Nhưng mà lớp 10 với lớp 11 thì sao ạ . Vì do 2 năm trước trường em không có thầy hiệu trưởng chỉ có phó thôi nhưng em hỏi cô bên trường thì bảo là ai kí cũng được  chỉ cần có đóng dấu . H phải ls ạ', 'E nhờ cô ghi chữ KT trước chữ hiệu trưởng cũng được, hồ sơ của con cô cũng vậy.']"
Mn ơi cho em hỏi là tuyển sinh ptxt riêng theo hết chỉ tiêu là dừng chứ kphai đủ điểm là đậu ạ? Em có 6.5 ielts thì có đủ đậu kd quốc tế hay kd thương mại k ạ,11 Tháng 5,1,0,0,0,0,0,0,0,"['Mn ơi cho em hỏi là tuyển sinh ptxt riêng theo hết chỉ tiêu là dừng chứ kphai đủ điểm là đậu ạ? Em có 6.5 ielts thì có đủ đậu kd quốc tế hay kd thương mại k ạ', 'Nó như nhau mà em, sẽ lấy đủ chỉ tiêu điểm bạn cuối cùng lấy làm điểm chuẩn nha']"
Cho e hỏi như vậy là mình phải chụp lại phần 4 và 5 phải không ạ,11 Tháng 5,1,0,0,0,0,0,0,0,"['Cho e hỏi như vậy là mình phải chụp lại phần 4 và 5 phải không ạ', 'em up lại hc bạ hk1 lớp 12 nha']"
"Dạ cho e hỏi ,trong bảng học bạ của e chữ kí và đóng dấu là của thầy phó hiệu trường thì có hợp lệ không ạ",10 Tháng 5,5,0,0,0,0,0,0,0,"['Dạ cho e hỏi ,trong bảng học bạ của e chữ kí và đóng dấu là của thầy phó hiệu trường thì có hợp lệ không ạ', 'hợp lệ em nha']"
"Anh chị cho em xin review về nghành Luật, Luật kinh tế trường mình với ạ ",6 Tháng 5,3,0,0,0,0,0,0,0,"['Anh chị cho em xin review về nghành Luật, Luật kinh tế trường mình với ạ ', 'Chào em, chị là cựu sinh viên của khoa ngành luật kinh tế, em có thể tham khảo review của chị trong một số bài post trước\nhoặc mình có thể ib để trao đổi nhiều thông tin chi tiết hơn nè', 'Chào e, trường mình có 2 ngành là Luật học và Luật Kinh tế. ngành Luật Kinh tế cung cấp kiến thức chung về luật và hơi thiên về các lĩnh vực đến kinh tế hơn so vs ngành Luật học. Đội ngũ giảng viên đều rất tốt, đầy chuyên môn và các anh chị đi trước đề… Xem thêm']"
mn cho e hỏi. Em có lên web của ĐHDN để đk xét học bạ mà s e tìm ko thấy tên trường Kinh tế trong mục nguyện vọng vậy ạ ?,7 Tháng 5,11,0,0,0,0,0,0,0,"['mn cho e hỏi. Em có lên web của ĐHDN để đk xét học bạ mà s e tìm ko thấy tên trường Kinh tế trong mục nguyện vọng vậy ạ ?', 'Em kiểm tra xem ở ban đầu em có chọn năm TN THPT là năm 2024 ko nha']"
"cho em hỏi bên phương thức riêng của trường có thời gian mở lại hồ sơ để điều chỉnh thông tin cá nhân ( sđt, địa chỉ,…) không ạ?",10 Tháng 5,4,0,0,0,0,0,0,0,"['cho em hỏi bên phương thức riêng của trường có thời gian mở lại hồ sơ để điều chỉnh thông tin cá nhân ( sđt, địa chỉ,…) không ạ?', '20/5 e vô lại trang đk cũ xem thử nhé']"
cho em hỏi là em gửi sai ảnh cả lớp 10 và 11 sao trường chỉ yêu cầu sửa lớp 10 thôi vậy ạ :((( Giờ đợi mail tiếp hay sao ạ,26 Tháng 4,13,0,0,0,0,0,0,0,"['cho em hỏi là em gửi sai ảnh cả lớp 10 và 11 sao trường chỉ yêu cầu sửa lớp 10 thôi vậy ạ :((( Giờ đợi mail tiếp hay sao ạ', 'Trg yêu cầu sửa lớp nào e cứ sửa lớp nấy nhé', 'Sao em bấm vào chỉ có xem file thôi ạ']"
Các bạn 2k6 ơi! Chương trình Cử Nhân Liên Kết Quốc Tế - Trường Đại Học Kinh Tế Đà Nẵng đang mở cổng đăng ký xét tuyển rồi. Nếu các bạn có thắc mắc có thể nhắn tin trực tiếp cho mình để nhận thêm thông tin và hướng dẫn nộp hồ sơ nhé.,8 Tháng 5,6,0,0,0,0,0,0,0,"['Các bạn 2k6 ơi! Chương trình Cử Nhân Liên Kết Quốc Tế - Trường Đại Học Kinh Tế Đà Nẵng đang mở cổng đăng ký xét tuyển rồi. Nếu các bạn có thắc mắc có thể nhắn tin trực tiếp cho mình để nhận thêm thông tin và hướng dẫn nộp hồ sơ nhé.', 'CHƯƠNG TRÌNH CỬ NHÂN LIÊN KẾT QUỐC TẾ XÉT TUYỂN THẲNG NĂM HỌC 2024-2025', 'Các bạn có thắc mắc thì hãy ib trực tiếp mình để nhận thêm thông tin chi tiết nhé!!!', 'Và có rất nhiều cơ hội nhận học bổng.']"
"mấy anh chị cho em hỏi là em mất sổ liên lạc lớp 10,11 rồi mà muốn nộp học bạ thì phải làm sao ạ",10 Tháng 5,1,0,0,0,0,0,0,0,"['mấy anh chị cho em hỏi là em mất sổ liên lạc lớp 10,11 rồi mà muốn nộp học bạ thì phải làm sao ạ', 'em lên trường hỏi xin hc bạ r chụp lại nha']"
đăng kí theo nguyện vọng bằng IELTS ( pt 2 nhóm 4) thì cần những thông tin gì ạ,9 Tháng 5,2,0,0,0,0,0,0,0,"['đăng kí theo nguyện vọng bằng IELTS ( pt 2 nhóm 4) thì cần những thông tin gì ạ', 'em xem ở link nha: http://due.udn.vn/vi-vn/tuvantuyensinh2024/gt/cid/5418', '.']"
mng cho em hỏi là khi nào mình bổ sung học lực thì quá trình xử lí hồ sơ mới chuyển sang kiểm dò hay sao ạ !,8 Tháng 5,3,0,0,0,0,0,0,0,"['mng cho em hỏi là khi nào mình bổ sung học lực thì quá trình xử lí hồ sơ mới chuyển sang kiểm dò hay sao ạ !', 'Ko liên quan e, e cứ chờ tới hạn bổ sung học lực thôi']"
em lỡ viết sai địa chỉ nhận kết quả xét tuyển thì làm sao để sửa ạ ,9 Tháng 5,1,0,0,0,0,0,0,0,"['em lỡ viết sai địa chỉ nhận kết quả xét tuyển thì làm sao để sửa ạ ', 'Ngày 20/5 sẽ mở cho em sửa thông tin nha']"
"Cho e hỏi mục học bạ lớp 10, học bạ lớp 11 với học kì 1 lớp 12 mình chỉ chụp trang điểm thôi có cần trang học lực ko ạ",9 Tháng 5,1,0,0,0,0,0,0,0,"['Cho e hỏi mục học bạ lớp 10, học bạ lớp 11 với học kì 1 lớp 12 mình chỉ chụp trang điểm thôi có cần trang học lực ko ạ', 'Mục 345 e up trang điểm\nMục 678 trang điểm kèm học lực']"
anh chị ơi cho em hỏi là em muốn xét phương thức 2 nhóm 5 thì hồ sơ chỉ cần có ảnh chụp căn cước công dân ( mặt trước và mặt sau) với ảnh học bạ như này thôi đúng không ạ,8 Tháng 5,11,0,0,0,0,0,0,0,"['anh chị ơi cho em hỏi là em muốn xét phương thức 2 nhóm 5 thì hồ sơ chỉ cần có ảnh chụp căn cước công dân ( mặt trước và mặt sau) với ảnh học bạ như này thôi đúng không ạ', 'Đúng rồi em']"
"mn cho em hỏi với, em nhập điểm xét hsg bị nhầm thì sau hệ thống có mở cho mình sửa điểm không ạ",9 Tháng 5,1,0,0,0,0,0,0,0,"['mn cho em hỏi với, em nhập điểm xét hsg bị nhầm thì sau hệ thống có mở cho mình sửa điểm không ạ', 'Thường thì cán bộ kiểm dò sẽ chỉnh sửa lại theo minh chứng, còn không thì em có thể phản hồi sai ngày 20/5 nha']"
Phuơng thức 2 đuợc xét độc lập  lập vậy 5 nguyện vọng mình xét tuyển là 5 ngành riêng của truờng ko ảnh huởng tới các nguyện vọng của các tryờng đại hocj khác phải không ạ,9 Tháng 5,1,0,0,0,0,0,0,0,"['Phuơng thức 2 đuợc xét độc lập  lập vậy 5 nguyện vọng mình xét tuyển là 5 ngành riêng của truờng ko ảnh huởng tới các nguyện vọng của các tryờng đại hocj khác phải không ạ', 'đr em, ở pt2 em chỉ có thể đangki xét các ngành thuộc kte đn thôi']"
"[QUÉT MÃ QR BÊN DƯỚI COMMENT ĐỂ ĐƯỢC TƯ VẤN
]",9 Tháng 5,1,0,0,0,0,0,0,0,"['[QUÉT MÃ QR BÊN DƯỚI COMMENT ĐỂ ĐƯỢC TƯ VẤN\n]', '[TUYỂN SINH ĐẠI HỌC CHÍNH QUY]', '[HÃY QUÉT MÃ ĐỂ GIA NHẬP GIA ĐÌNH DBA]']"
